Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOS0_Ni_150805","As in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOS0_Ni_150805","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOS0_150805","","","active","","","","","LVSauto2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOS0_Pb_150821","Pb in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOS0_Pb_150821","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOS0_150821","","","active","","","","","LVSauto2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_CO_40838","CO","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_CO_40838","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40838","","","automatic","NDIR","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_NO_40836","NO","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_NO_40836","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40836","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_NO2_40837","NO2","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_NO2_40837","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40837","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_NOx_40840","NOX as NO2","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_NOx_40840","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40840","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_O3_40839","O3","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_O3_40839","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40839","","","automatic","UV-P","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_PM10_40841","PM10","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_PM10_40841","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40841","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_PM2_5_867316","PM2.5","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2011 00:00:00","","SAM.CZ_JKOSA_PM2_5_867316","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_867316","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSA_SO2_40835","SO2","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_JKOSA_SO2_40835","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSA_40835","","","automatic","UV-FL","","API100","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSD_BZN_1396234","C6H6","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2016 00:00:00","","SAM.CZ_JKOSD_BZN_1396234","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSD_1396234","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSD_BZN_1417336","C6H6","15.080300000","49.5734","535.0","m","rural-regional","background","09/01/2018 00:00:00","31/05/2018 23:59:59","SAM.CZ_JKOSD_BZN_1417336","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSD_1417336","","","passive","","","","","passiveadsorbent","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSD_BZN_1473826","C6H6","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2016 00:00:00","","SAM.CZ_JKOSD_BZN_1473826","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSD_1473826","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSP_BaP_1488249","Ni in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2016 00:00:00","","SAM.CZ_JKOSP_BaP_1488249","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSP_1488249","","","active","","","","","LVSman2.3","","GC-MSa","","no","","0.0","ng.m-3","In preparation","","1","day","3","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSP_BaP_1488249","BaP in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","01/01/2016 00:00:00","","SAM.CZ_JKOSP_BaP_1488249","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSP_1488249","","","active","","","","","LVSman2.3","","GC-MSa","","no","","0.0","ng.m-3","In preparation","","1","day","3","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSP_BaP_335018","Ni in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","02/01/2004 00:00:00","31/12/2012 23:59:59","SAM.CZ_JKOSP_BaP_335018","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSP_335018","","","active","","","","","LVSman2.3","","GC-MSa","","no","","0.0","ng.m-3","In preparation","","1","day","4","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKOS","JKOS","Kosetice","SPO.CZ_JKOSP_BaP_335018","BaP in PM10","15.080300000","49.5734","535.0","m","rural-regional","background","02/01/2004 00:00:00","31/12/2012 23:59:59","SAM.CZ_JKOSP_BaP_335018","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křešín","open","hilly","","","","","","","","SPP.CZ_JKOSP_335018","","","active","","","","","LVSman2.3","","GC-MSa","","no","","0.0","ng.m-3","In preparation","","1","day","4","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKRI","JKRI","Krizanov","SPO.CZ_JKRIM_PM10_199733","PM10","16.098600000","49.3836","525.0","m","rural-nearcity","background","01/11/2004 00:00:00","","SAM.CZ_JKRIM_PM10_199733","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křižanov","detached","hilly","","","","","","","","SPP.CZ_JKRIM_199733","","","active","","","","","LVSauto2.3","","gravi","","no","","0.0","ug.m-3","In preparation","","1","day","1","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JKRI","JKRI","Krizanov","SPO.CZ_JKRIM_PM2_5_1005653","PM2.5","16.098600000","49.3836","525.0","m","rural-nearcity","background","01/01/2013 00:00:00","","SAM.CZ_JKRIM_PM2_5_1005653","2.0","m","","","","","","","Energy Industries","","","0","","","","","Křižanov","detached","hilly","","","","","","","","SPP.CZ_JKRIM_1005653","","","active","","","","","LVSauto2.3","","gravi","","no","","0.0","ug.m-3","In preparation","","1","day","1","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JTRE","JTRE","Trebic","SPO.CZ_JTREA_O3_1696550","O3","15.865800000","49.2234","462.0","m","suburban","background","01/01/2022 00:00:00","","SAM.CZ_JTREA_O3_1696550","0.0","m","","","","","","","Energy Industries","","","0","","","","","Třebíč","detached","hilly","","","","","","","","SPP.CZ_JTREA_1696550","","","automatic","UV-P","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0JTRE","JTRE","Trebic","SPO.CZ_JTREA_PM10_41151","PM10","15.865800000","49.2234","462.0","m","suburban","background","01/01/2004 00:00:00","","SAM.CZ_JTREA_PM10_41151","2.0","m","","","","","","","Energy Industries","","","0","","","","","Třebíč","detached","hilly","","","","","","","","SPP.CZ_JTREA_41151","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KCHM","KCHM","Cheb","SPO.CZ_KCHMA_PM10_188571","PM10","12.363400000","50.0659","493.0","m","suburban","background","15/12/2004 00:00:00","","SAM.CZ_KCHMA_PM10_188571","2.0","m","","","","","","","Energy Industries","","","0","","","","","Cheb","detached","plane","","","","","","","","SPP.CZ_KCHMA_188571","","","automatic","BETA","","enviroMP101M","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KCHM","KCHM","Cheb","SPO.CZ_KCHMD_BZN_1394525","C6H6","12.363400000","50.0659","493.0","m","suburban","background","01/01/2016 00:00:00","","SAM.CZ_KCHMD_BZN_1394525","2.0","m","","","","","","","Energy Industries","","","0","","","","","Cheb","detached","plane","","","","","","","","SPP.CZ_KCHMD_1394525","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KCHM","KCHM","Cheb","SPO.CZ_KCHMD_BZN_1473842","C6H6","12.363400000","50.0659","493.0","m","suburban","background","01/01/2016 00:00:00","","SAM.CZ_KCHMD_BZN_1473842","2.0","m","","","","","","","Energy Industries","","","0","","","","","Cheb","detached","plane","","","","","","","","SPP.CZ_KCHMD_1473842","","","passive","","","","","","","GC-FID","","no","","0.0","ug.m-3","In preparation","","14","day","14","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KKVA","KKVA","Karlovy Vary","SPO.CZ_KKVAM_PM10_1370607","PM10","12.885200000","50.2356","420.0","m","urban","background","07/08/2015 00:00:00","","SAM.CZ_KKVAM_PM10_1370607","2.0","m","","","","","","","Energy Industries","","","0","","","","","","","","","","","","","","","SPP.CZ_KKVAM_1370607","","","active","","","","","LVSauto2.3","","gravi","","no","","0.0","ug.m-3","In preparation","","1","day","1","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KKVM","KKVM","Karlovy Vary","SPO.CZ_KKVMA_PM10_41200","PM10","12.865700000","50.2302","411.0","m","urban","traffic","01/01/2004 00:00:00","05/08/2015 23:59:59","SAM.CZ_KKVMA_PM10_41200","2.0","m","20.0","m","10.0","m","","","Energy Industries","","","0","","","","","Karlovy Vary","detached","valley-hilly","150.0","","0.05","","","40","15000","SPP.CZ_KKVMA_41200","","","automatic","BETA","","andersenFH62IR","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KPRB","KPRB","Prebuz","SPO.CZ_KPRBA_NO_40543","NO","12.615400000","50.3725","904.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_KPRBA_NO_40543","2.0","m","","","","","","","Energy Industries","","","0","","","","","Přebuz","open","plane","","","","","","","","SPP.CZ_KPRBA_40543","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KPRB","KPRB","Prebuz","SPO.CZ_KPRBA_NO2_40544","NO2","12.615400000","50.3725","904.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_KPRBA_NO2_40544","2.0","m","","","","","","","Energy Industries","","","0","","","","","Přebuz","open","plane","","","","","","","","SPP.CZ_KPRBA_40544","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KPRB","KPRB","Prebuz","SPO.CZ_KPRBA_NOx_40546","NOX as NO2","12.615400000","50.3725","904.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_KPRBA_NOx_40546","2.0","m","","","","","","","Energy Industries","","","0","","","","","Přebuz","open","plane","","","","","","","","SPP.CZ_KPRBA_40546","","","automatic","chemi","","API200","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KPRB","KPRB","Prebuz","SPO.CZ_KPRBA_O3_40545","O3","12.615400000","50.3725","904.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_KPRBA_O3_40545","2.0","m","","","","","","","Energy Industries","","","0","","","","","Přebuz","open","plane","","","","","","","","SPP.CZ_KPRBA_40545","","","automatic","UV-P","","APIT300","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KPRB","KPRB","Prebuz","SPO.CZ_KPRBA_SO2_40542","SO2","12.615400000","50.3725","904.0","m","rural-regional","background","01/01/2004 00:00:00","","SAM.CZ_KPRBA_SO2_40542","2.0","m","","","","","","","Energy Industries","","","0","","","","","Přebuz","open","plane","","","","","","","","SPP.CZ_KPRBA_40542","","","automatic","UV-FL","","API100","","","","","","no","","0.0","ug.m-3","In preparation","","1","hour","1","hour","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_As_1638837","As in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2020 00:00:00","","SAM.CZ_KSOM0_As_1638837","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_1638837","","","active","","","","","LVSauto2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_As_336704","Cd in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2005 00:00:00","31/12/2015 23:59:59","SAM.CZ_KSOM0_As_336704","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_336704","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_As_336704","As in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2005 00:00:00","31/12/2015 23:59:59","SAM.CZ_KSOM0_As_336704","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_336704","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_Cd_1638846","Cd in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2020 00:00:00","","SAM.CZ_KSOM0_Cd_1638846","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_1638846","","","active","","","","","LVSauto2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_Cd_336707","Cd in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2005 00:00:00","31/12/2015 23:59:59","SAM.CZ_KSOM0_Cd_336707","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_336707","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_Cd_336707","BaP in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2005 00:00:00","31/12/2015 23:59:59","SAM.CZ_KSOM0_Cd_336707","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_336707","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_Ni_1638893","Ni in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2020 00:00:00","","SAM.CZ_KSOM0_Ni_1638893","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_1638893","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
"Czechia","CZ.CHMI-Prague-Komorany.AQ","2022","NET-CZ001A","National automated monitoring network (SIS)","UTC","CZ0KSOM","KSOM","Sokolov","SPO.CZ_KSOM0_Ni_336725","Ni in PM10","12.672800000","50.1728","476.0","m","suburban","background","01/01/2005 00:00:00","31/12/2015 23:59:59","SAM.CZ_KSOM0_Ni_336725","2.0","m","","","","","","","Energy Industries","","","0","","","","","Sokolov","detached","hilly","","","","","","","","SPP.CZ_KSOM0_336725","","","active","","","","","LVSman2.3","","ICP-MS","","no","","0.0","ng.m-3","In preparation","","1","day","2","day","http://cdr.eionet.europa.eu/cz/eu/aqd/d/envzphyzq/CZ_D_2022.xml","08/09/2023 14:00:04"
